"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Year"	"Year Code"	"States"	"States Code"	Count
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Iowa"	"19"	268
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Kansas"	"20"	196
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Kentucky"	"21"	370
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Louisiana"	"22"	313
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Maine"	"23"	129
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Maryland"	"24"	400
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Massachusetts"	"25"	528
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Michigan"	"26"	697
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Minnesota"	"27"	416
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Mississippi"	"28"	194
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Missouri"	"29"	470
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Montana"	"30"	80
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Nebraska"	"31"	163
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Nevada"	"32"	216
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"New Hampshire"	"33"	127
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"New Jersey"	"34"	660
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"New Mexico"	"35"	129
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"New York"	"36"	1489
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"North Carolina"	"37"	677
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"North Dakota"	"38"	48
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Ohio"	"39"	940
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Oklahoma"	"40"	266
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Oregon"	"41"	323
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Pennsylvania"	"42"	1089
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Rhode Island"	"44"	81
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"South Carolina"	"45"	384
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"South Dakota"	"46"	56
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Tennessee"	"47"	496
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Texas"	"48"	1679
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Utah"	"49"	201
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Vermont"	"50"	70
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Virginia"	"51"	588
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Washington"	"53"	556
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"West Virginia"	"54"	137
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Wisconsin"	"55"	415
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Wyoming"	"56"	42
	"Breast"	"26000"	"2000"	"2000"	"Alabama"	"01"	2996
	"Breast"	"26000"	"2000"	"2000"	"Alaska"	"02"	363
	"Breast"	"26000"	"2000"	"2000"	"Arizona"	"04"	3434
	"Breast"	"26000"	"2000"	"2000"	"Arkansas"	"05"	Missing
	"Breast"	"26000"	"2000"	"2000"	"California"	"06"	22097
	"Breast"	"26000"	"2000"	"2000"	"Colorado"	"08"	2806
	"Breast"	"26000"	"2000"	"2000"	"Connecticut"	"09"	2901
	"Breast"	"26000"	"2000"	"2000"	"Delaware"	"10"	611
	"Breast"	"26000"	"2000"	"2000"	"District of Columbia"	"11"	443
	"Breast"	"26000"	"2000"	"2000"	"Florida"	"12"	13718
	"Breast"	"26000"	"2000"	"2000"	"Georgia"	"13"	5070
	"Breast"	"26000"	"2000"	"2000"	"Hawaii"	"15"	790
	"Breast"	"26000"	"2000"	"2000"	"Idaho"	"16"	857
	"Breast"	"26000"	"2000"	"2000"	"Illinois"	"17"	8894
	"Breast"	"26000"	"2000"	"2000"	"Indiana"	"18"	4252
	"Breast"	"26000"	"2000"	"2000"	"Iowa"	"19"	2210
	"Breast"	"26000"	"2000"	"2000"	"Kansas"	"20"	1976
	"Breast"	"26000"	"2000"	"2000"	"Kentucky"	"21"	2859
	"Breast"	"26000"	"2000"	"2000"	"Louisiana"	"22"	2998
	"Breast"	"26000"	"2000"	"2000"	"Maine"	"23"	1090
	"Breast"	"26000"	"2000"	"2000"	"Maryland"	"24"	3875
	"Breast"	"26000"	"2000"	"2000"	"Massachusetts"	"25"	5295
	"Breast"	"26000"	"2000"	"2000"	"Michigan"	"26"	7351
	"Breast"	"26000"	"2000"	"2000"	"Minnesota"	"27"	3689
	"Breast"	"26000"	"2000"	"2000"	"Mississippi"	"28"	Missing
	"Breast"	"26000"	"2000"	"2000"	"Missouri"	"29"	4141
	"Breast"	"26000"	"2000"	"2000"	"Montana"	"30"	705
	"Breast"	"26000"	"2000"	"2000"	"Nebraska"	"31"	1277
	"Breast"	"26000"	"2000"	"2000"	"Nevada"	"32"	1334
	"Breast"	"26000"	"2000"	"2000"	"New Hampshire"	"33"	983
	"Breast"	"26000"	"2000"	"2000"	"New Jersey"	"34"	6786
	"Breast"	"26000"	"2000"	"2000"	"New Mexico"	"35"	1134
	"Breast"	"26000"	"2000"	"2000"	"New York"	"36"	14328
	"Breast"	"26000"	"2000"	"2000"	"North Carolina"	"37"	5750
	"Breast"	"26000"	"2000"	"2000"	"North Dakota"	"38"	476
	"Breast"	"26000"	"2000"	"2000"	"Ohio"	"39"	8520
	"Breast"	"26000"	"2000"	"2000"	"Oklahoma"	"40"	2520
	"Breast"	"26000"	"2000"	"2000"	"Oregon"	"41"	2789
	"Breast"	"26000"	"2000"	"2000"	"Pennsylvania"	"42"	10170
	"Breast"	"26000"	"2000"	"2000"	"Rhode Island"	"44"	854
	"Breast"	"26000"	"2000"	"2000"	"South Carolina"	"45"	2832
	"Breast"	"26000"	"2000"	"2000"	"South Dakota"	"46"	Missing
	"Breast"	"26000"	"2000"	"2000"	"Tennessee"	"47"	3834
	"Breast"	"26000"	"2000"	"2000"	"Texas"	"48"	12431
	"Breast"	"26000"	"2000"	"2000"	"Utah"	"49"	1055
	"Breast"	"26000"	"2000"	"2000"	"Vermont"	"50"	471
	"Breast"	"26000"	"2000"	"2000"	"Virginia"	"51"	4920
	"Breast"	"26000"	"2000"	"2000"	"Washington"	"53"	4482
	"Breast"	"26000"	"2000"	"2000"	"West Virginia"	"54"	1375
	"Breast"	"26000"	"2000"	"2000"	"Wisconsin"	"55"	4167
	"Breast"	"26000"	"2000"	"2000"	"Wyoming"	"56"	350
	"Breast"	"26000"	"2001"	"2001"	"Alabama"	"01"	3121
	"Breast"	"26000"	"2001"	"2001"	"Alaska"	"02"	339
	"Breast"	"26000"	"2001"	"2001"	"Arizona"	"04"	3511
	"Breast"	"26000"	"2001"	"2001"	"Arkansas"	"05"	1883
	"Breast"	"26000"	"2001"	"2001"	"California"	"06"	22407
	"Breast"	"26000"	"2001"	"2001"	"Colorado"	"08"	2857
	"Breast"	"26000"	"2001"	"2001"	"Connecticut"	"09"	3069
	"Breast"	"26000"	"2001"	"2001"	"Delaware"	"10"	608
	"Breast"	"26000"	"2001"	"2001"	"District of Columbia"	"11"	464
	"Breast"	"26000"	"2001"	"2001"	"Florida"	"12"	13877
	"Breast"	"26000"	"2001"	"2001"	"Georgia"	"13"	5247
	"Breast"	"26000"	"2001"	"2001"	"Hawaii"	"15"	922
	"Breast"	"26000"	"2001"	"2001"	"Idaho"	"16"	850
	"Breast"	"26000"	"2001"	"2001"	"Illinois"	"17"	9079
	"Breast"	"26000"	"2001"	"2001"	"Indiana"	"18"	4433
	"Breast"	"26000"	"2001"	"2001"	"Iowa"	"19"	2322
	"Breast"	"26000"	"2001"	"2001"	"Kansas"	"20"	2023
	"Breast"	"26000"	"2001"	"2001"	"Kentucky"	"21"	2890
	"Breast"	"26000"	"2001"	"2001"	"Louisiana"	"22"	2925
	"Breast"	"26000"	"2001"	"2001"	"Maine"	"23"	1133
	"Breast"	"26000"	"2001"	"2001"	"Maryland"	"24"	3809
	"Breast"	"26000"	"2001"	"2001"	"Massachusetts"	"25"	5150
	"Breast"	"26000"	"2001"	"2001"	"Michigan"	"26"	7359
	"Breast"	"26000"	"2001"	"2001"	"Minnesota"	"27"	3672
	"Breast"	"26000"	"2001"	"2001"	"Mississippi"	"28"	Missing
	"Breast"	"26000"	"2001"	"2001"	"Missouri"	"29"	4097
	"Breast"	"26000"	"2001"	"2001"	"Montana"	"30"	719
	"Breast"	"26000"	"2001"	"2001"	"Nebraska"	"31"	1333
	"Breast"	"26000"	"2001"	"2001"	"Nevada"	"32"	1432
	"Breast"	"26000"	"2001"	"2001"	"New Hampshire"	"33"	987
	"Breast"	"26000"	"2001"	"2001"	"New Jersey"	"34"	6793
	"Breast"	"26000"	"2001"	"2001"	"New Mexico"	"35"	1144
	"Breast"	"26000"	"2001"	"2001"	"New York"	"36"	14053
	"Breast"	"26000"	"2001"	"2001"	"North Carolina"	"37"	5913
	"Breast"	"26000"	"2001"	"2001"	"North Dakota"	"38"	472
	"Breast"	"26000"	"2001"	"2001"	"Ohio"	"39"	8459
	"Breast"	"26000"	"2001"	"2001"	"Oklahoma"	"40"	2556
	"Breast"	"26000"	"2001"	"2001"	"Oregon"	"41"	2846
	"Breast"	"26000"	"2001"	"2001"	"Pennsylvania"	"42"	10367
	"Breast"	"26000"	"2001"	"2001"	"Rhode Island"	"44"	833
	"Breast"	"26000"	"2001"	"2001"	"South Carolina"	"45"	2879
	"Breast"	"26000"	"2001"	"2001"	"South Dakota"	"46"	568
	"Breast"	"26000"	"2001"	"2001"	"Tennessee"	"47"	3712
	"Breast"	"26000"	"2001"	"2001"	"Texas"	"48"	12638
	"Breast"	"26000"	"2001"	"2001"	"Utah"	"49"	1104
	"Breast"	"26000"	"2001"	"2001"	"Vermont"	"50"	498
	"Breast"	"26000"	"2001"	"2001"	"Virginia"	"51"	4726
	"Breast"	"26000"	"2001"	"2001"	"Washington"	"53"	4640
	"Breast"	"26000"	"2001"	"2001"	"West Virginia"	"54"	1403
	"Breast"	"26000"	"2001"	"2001"	"Wisconsin"	"55"	4237
	"Breast"	"26000"	"2001"	"2001"	"Wyoming"	"56"	299
	"Breast"	"26000"	"2002"	"2002"	"Alabama"	"01"	3093
	"Breast"	"26000"	"2002"	"2002"	"Alaska"	"02"	327
	"Breast"	"26000"	"2002"	"2002"	"Arizona"	"04"	3525
	"Breast"	"26000"	"2002"	"2002"	"Arkansas"	"05"	1951
	"Breast"	"26000"	"2002"	"2002"	"California"	"06"	22595
	"Breast"	"26000"	"2002"	"2002"	"Colorado"	"08"	2846
	"Breast"	"26000"	"2002"	"2002"	"Connecticut"	"09"	2876
	"Breast"	"26000"	"2002"	"2002"	"Delaware"	"10"	582
	"Breast"	"26000"	"2002"	"2002"	"District of Columbia"	"11"	422
	"Breast"	"26000"	"2002"	"2002"	"Florida"	"12"	13874
	"Breast"	"26000"	"2002"	"2002"	"Georgia"	"13"	5305
	"Breast"	"26000"	"2002"	"2002"	"Hawaii"	"15"	910
	"Breast"	"26000"	"2002"	"2002"	"Idaho"	"16"	907
	"Breast"	"26000"	"2002"	"2002"	"Illinois"	"17"	8868
	"Breast"	"26000"	"2002"	"2002"	"Indiana"	"18"	4378
	"Breast"	"26000"	"2002"	"2002"	"Iowa"	"19"	2315
	"Breast"	"26000"	"2002"	"2002"	"Kansas"	"20"	2001
	"Breast"	"26000"	"2002"	"2002"	"Kentucky"	"21"	2835
	"Breast"	"26000"	"2002"	"2002"	"Louisiana"	"22"	2915
	"Breast"	"26000"	"2002"	"2002"	"Maine"	"23"	1059
	"Breast"	"26000"	"2002"	"2002"	"Maryland"	"24"	4013
	"Breast"	"26000"	"2002"	"2002"	"Massachusetts"	"25"	5127
	"Breast"	"26000"	"2002"	"2002"	"Michigan"	"26"	7344
	"Breast"	"26000"	"2002"	"2002"	"Minnesota"	"27"	3633
	"Breast"	"26000"	"2002"	"2002"	"Mississippi"	"28"	Missing
	"Breast"	"26000"	"2002"	"2002"	"Missouri"	"29"	4174
	"Breast"	"26000"	"2002"	"2002"	"Montana"	"30"	650
	"Breast"	"26000"	"2002"	"2002"	"Nebraska"	"31"	1344
	"Breast"	"26000"	"2002"	"2002"	"Nevada"	"32"	1386
	"Breast"	"26000"	"2002"	"2002"	"New Hampshire"	"33"	1014
	"Breast"	"26000"	"2002"	"2002"	"New Jersey"	"34"	6570
	"Breast"	"26000"	"2002"	"2002"	"New Mexico"	"35"	1130
	"Breast"	"26000"	"2002"	"2002"	"New York"	"36"	14069
	"Breast"	"26000"	"2002"	"2002"	"North Carolina"	"37"	5716
	"Breast"	"26000"	"2002"	"2002"	"North Dakota"	"38"	467
	"Breast"	"26000"	"2002"	"2002"	"Ohio"	"39"	8357
	"Breast"	"26000"	"2002"	"2002"	"Oklahoma"	"40"	2560
	"Breast"	"26000"	"2002"	"2002"	"Oregon"	"41"	2825
	"Breast"	"26000"	"2002"	"2002"	"Pennsylvania"	"42"	9950
	"Breast"	"26000"	"2002"	"2002"	"Rhode Island"	"44"	845
	"Breast"	"26000"	"2002"	"2002"	"South Carolina"	"45"	2860
	"Breast"	"26000"	"2002"	"2002"	"South Dakota"	"46"	620
	"Breast"	"26000"	"2002"	"2002"	"Tennessee"	"47"	3874
	"Breast"	"26000"	"2002"	"2002"	"Texas"	"48"	13008
	"Breast"	"26000"	"2002"	"2002"	"Utah"	"49"	1051
	"Breast"	"26000"	"2002"	"2002"	"Vermont"	"50"	489
	"Breast"	"26000"	"2002"	"2002"	"Virginia"	"51"	4924
	"Breast"	"26000"	"2002"	"2002"	"Washington"	"53"	4730
	"Breast"	"26000"	"2002"	"2002"	"West Virginia"	"54"	1299
	"Breast"	"26000"	"2002"	"2002"	"Wisconsin"	"55"	4012
	"Breast"	"26000"	"2002"	"2002"	"Wyoming"	"56"	336
	"Breast"	"26000"	"2003"	"2003"	"Alabama"	"01"	2920
	"Breast"	"26000"	"2003"	"2003"	"Alaska"	"02"	376
	"Breast"	"26000"	"2003"	"2003"	"Arizona"	"04"	3358
	"Breast"	"26000"	"2003"	"2003"	"Arkansas"	"05"	1809
	"Breast"	"26000"	"2003"	"2003"	"California"	"06"	21403
	"Breast"	"26000"	"2003"	"2003"	"Colorado"	"08"	2883
	"Breast"	"26000"	"2003"	"2003"	"Connecticut"	"09"	2763
	"Breast"	"26000"	"2003"	"2003"	"Delaware"	"10"	588
	"Breast"	"26000"	"2003"	"2003"	"District of Columbia"	"11"	595
	"Breast"	"26000"	"2003"	"2003"	"Florida"	"12"	13043
	"Breast"	"26000"	"2003"	"2003"	"Georgia"	"13"	5283
	"Breast"	"26000"	"2003"	"2003"	"Hawaii"	"15"	866
	"Breast"	"26000"	"2003"	"2003"	"Idaho"	"16"	818
	"Breast"	"26000"	"2003"	"2003"	"Illinois"	"17"	8252
	"Breast"	"26000"	"2003"	"2003"	"Indiana"	"18"	4012
	"Breast"	"26000"	"2003"	"2003"	"Iowa"	"19"	2162
	"Breast"	"26000"	"2003"	"2003"	"Kansas"	"20"	1857
	"Breast"	"26000"	"2003"	"2003"	"Kentucky"	"21"	2810
	"Breast"	"26000"	"2003"	"2003"	"Louisiana"	"22"	2928
	"Breast"	"26000"	"2003"	"2003"	"Maine"	"23"	1083
	"Breast"	"26000"	"2003"	"2003"	"Maryland"	"24"	4174
	"Breast"	"26000"	"2003"	"2003"	"Massachusetts"	"25"	4944
	"Breast"	"26000"	"2003"	"2003"	"Michigan"	"26"	7076
	"Breast"	"26000"	"2003"	"2003"	"Minnesota"	"27"	3425
	"Breast"	"26000"	"2003"	"2003"	"Mississippi"	"28"	1688
	"Breast"	"26000"	"2003"	"2003"	"Missouri"	"29"	4081
	"Breast"	"26000"	"2003"	"2003"	"Montana"	"30"	700
	"Breast"	"26000"	"2003"	"2003"	"Nebraska"	"31"	1195
	"Breast"	"26000"	"2003"	"2003"	"Nevada"	"32"	1291
	"Breast"	"26000"	"2003"	"2003"	"New Hampshire"	"33"	911
	"Breast"	"26000"	"2003"	"2003"	"New Jersey"	"34"	6435
	"Breast"	"26000"	"2003"	"2003"	"New Mexico"	"35"	1079
	"Breast"	"26000"	"2003"	"2003"	"New York"	"36"	14137
	"Breast"	"26000"	"2003"	"2003"	"North Carolina"	"37"	5557
	"Breast"	"26000"	"2003"	"2003"	"North Dakota"	"38"	451
	"Breast"	"26000"	"2003"	"2003"	"Ohio"	"39"	8126
	"Breast"	"26000"	"2003"	"2003"	"Oklahoma"	"40"	2632
	"Breast"	"26000"	"2003"	"2003"	"Oregon"	"41"	2632
	"Breast"	"26000"	"2003"	"2003"	"Pennsylvania"	"42"	9643
	"Breast"	"26000"	"2003"	"2003"	"Rhode Island"	"44"	788
	"Breast"	"26000"	"2003"	"2003"	"South Carolina"	"45"	2911
	"Breast"	"26000"	"2003"	"2003"	"South Dakota"	"46"	556
	"Breast"	"26000"	"2003"	"2003"	"Tennessee"	"47"	3854
	"Breast"	"26000"	"2003"	"2003"	"Texas"	"48"	12495
	"Breast"	"26000"	"2003"	"2003"	"Utah"	"49"	1029
	"Breast"	"26000"	"2003"	"2003"	"Vermont"	"50"	477
	"Breast"	"26000"	"2003"	"2003"	"Virginia"	"51"	4875
	"Breast"	"26000"	"2003"	"2003"	"Washington"	"53"	4470
	"Breast"	"26000"	"2003"	"2003"	"West Virginia"	"54"	1349
	"Breast"	"26000"	"2003"	"2003"	"Wisconsin"	"55"	3871
	"Breast"	"26000"	"2003"	"2003"	"Wyoming"	"56"	342
	"Breast"	"26000"	"2004"	"2004"	"Alabama"	"01"	2956
	"Breast"	"26000"	"2004"	"2004"	"Alaska"	"02"	343
	"Breast"	"26000"	"2004"	"2004"	"Arizona"	"04"	3511
	"Breast"	"26000"	"2004"	"2004"	"Arkansas"	"05"	1759
	"Breast"	"26000"	"2004"	"2004"	"California"	"06"	21482
	"Breast"	"26000"	"2004"	"2004"	"Colorado"	"08"	2693
	"Breast"	"26000"	"2004"	"2004"	"Connecticut"	"09"	2854
	"Breast"	"26000"	"2004"	"2004"	"Delaware"	"10"	573
	"Breast"	"26000"	"2004"	"2004"	"District of Columbia"	"11"	410
	"Breast"	"26000"	"2004"	"2004"	"Florida"	"12"	12898
	"Breast"	"26000"	"2004"	"2004"	"Georgia"	"13"	5412
	"Breast"	"26000"	"2004"	"2004"	"Hawaii"	"15"	888
	"Breast"	"26000"	"2004"	"2004"	"Idaho"	"16"	765
	"Breast"	"26000"	"2004"	"2004"	"Illinois"	"17"	8379
	"Breast"	"26000"	"2004"	"2004"	"Indiana"	"18"	4016
	"Breast"	"26000"	"2004"	"2004"	"Iowa"	"19"	2163
	"Breast"	"26000"	"2004"	"2004"	"Kansas"	"20"	1849
	"Breast"	"26000"	"2004"	"2004"	"Kentucky"	"21"	2802
	"Breast"	"26000"	"2004"	"2004"	"Louisiana"	"22"	2980
	"Breast"	"26000"	"2004"	"2004"	"Maine"	"23"	1062
	"Breast"	"26000"	"2004"	"2004"	"Maryland"	"24"	3908
	"Breast"	"26000"	"2004"	"2004"	"Massachusetts"	"25"	5088
	"Breast"	"26000"	"2004"	"2004"	"Michigan"	"26"	7077
	"Breast"	"26000"	"2004"	"2004"	"Minnesota"	"27"	3401
	"Breast"	"26000"	"2004"	"2004"	"Mississippi"	"28"	1802
	"Breast"	"26000"	"2004"	"2004"	"Missouri"	"29"	4060
	"Breast"	"26000"	"2004"	"2004"	"Montana"	"30"	652
	"Breast"	"26000"	"2004"	"2004"	"Nebraska"	"31"	1239
	"Breast"	"26000"	"2004"	"2004"	"Nevada"	"32"	1341
	"Breast"	"26000"	"2004"	"2004"	"New Hampshire"	"33"	968
	"Breast"	"26000"	"2004"	"2004"	"New Jersey"	"34"	6723
	"Breast"	"26000"	"2004"	"2004"	"New Mexico"	"35"	1191
	"Breast"	"26000"	"2004"	"2004"	"New York"	"36"	13933
	"Breast"	"26000"	"2004"	"2004"	"North Carolina"	"37"	5876
	"Breast"	"26000"	"2004"	"2004"	"North Dakota"	"38"	460
	"Breast"	"26000"	"2004"	"2004"	"Ohio"	"39"	8287
	"Breast"	"26000"	"2004"	"2004"	"Oklahoma"	"40"	2640
	"Breast"	"26000"	"2004"	"2004"	"Oregon"	"41"	2723
	"Breast"	"26000"	"2004"	"2004"	"Pennsylvania"	"42"	9886
	"Breast"	"26000"	"2004"	"2004"	"Rhode Island"	"44"	859
	"Breast"	"26000"	"2004"	"2004"	"South Carolina"	"45"	2821
	"Breast"	"26000"	"2004"	"2004"	"South Dakota"	"46"	500
	"Breast"	"26000"	"2004"	"2004"	"Tennessee"	"47"	3795
	"Breast"	"26000"	"2004"	"2004"	"Texas"	"48"	12396
	"Breast"	"26000"	"2004"	"2004"	"Utah"	"49"	1123
	"Breast"	"26000"	"2004"	"2004"	"Vermont"	"50"	490
	"Breast"	"26000"	"2004"	"2004"	"Virginia"	"51"	5180
	"Breast"	"26000"	"2004"	"2004"	"Washington"	"53"	4380
	"Breast"	"26000"	"2004"	"2004"	"West Virginia"	"54"	1378
	"Breast"	"26000"	"2004"	"2004"	"Wisconsin"	"55"	3730
	"Breast"	"26000"	"2004"	"2004"	"Wyoming"	"56"	327
	"Breast"	"26000"	"2005"	"2005"	"Alabama"	"01"	3098
	"Breast"	"26000"	"2005"	"2005"	"Alaska"	"02"	372
	"Breast"	"26000"	"2005"	"2005"	"Arizona"	"04"	3416
	"Breast"	"26000"	"2005"	"2005"	"Arkansas"	"05"	1748
	"Breast"	"26000"	"2005"	"2005"	"California"	"06"	22238
	"Breast"	"26000"	"2005"	"2005"	"Colorado"	"08"	2951
	"Breast"	"26000"	"2005"	"2005"	"Connecticut"	"09"	2894
	"Breast"	"26000"	"2005"	"2005"	"Delaware"	"10"	664
	"Breast"	"26000"	"2005"	"2005"	"District of Columbia"	"11"	415
	"Breast"	"26000"	"2005"	"2005"	"Florida"	"12"	13320
	"Breast"	"26000"	"2005"	"2005"	"Georgia"	"13"	5327
	"Breast"	"26000"	"2005"	"2005"	"Hawaii"	"15"	871
	"Breast"	"26000"	"2005"	"2005"	"Idaho"	"16"	810
	"Breast"	"26000"	"2005"	"2005"	"Illinois"	"17"	8576
	"Breast"	"26000"	"2005"	"2005"	"Indiana"	"18"	4092
	"Breast"	"26000"	"2005"	"2005"	"Iowa"	"19"	2185
	"Breast"	"26000"	"2005"	"2005"	"Kansas"	"20"	1888
	"Breast"	"26000"	"2005"	"2005"	"Kentucky"	"21"	2844
	"Breast"	"26000"	"2005"	"2005"	"Louisiana"	"22"	2687
	"Breast"	"26000"	"2005"	"2005"	"Maine"	"23"	1118
	"Breast"	"26000"	"2005"	"2005"	"Maryland"	"24"	3800
	"Breast"	"26000"	"2005"	"2005"	"Massachusetts"	"25"	5045
	"Breast"	"26000"	"2005"	"2005"	"Michigan"	"26"	7047
	"Breast"	"26000"	"2005"	"2005"	"Minnesota"	"27"	3520
	"Breast"	"26000"	"2005"	"2005"	"Mississippi"	"28"	1766
	"Breast"	"26000"	"2005"	"2005"	"Missouri"	"29"	4176
	"Breast"	"26000"	"2005"	"2005"	"Montana"	"30"	703
	"Breast"	"26000"	"2005"	"2005"	"Nebraska"	"31"	1203
	"Breast"	"26000"	"2005"	"2005"	"Nevada"	"32"	1395
	"Breast"	"26000"	"2005"	"2005"	"New Hampshire"	"33"	1025
	"Breast"	"26000"	"2005"	"2005"	"New Jersey"	"34"	6604
	"Breast"	"26000"	"2005"	"2005"	"New Mexico"	"35"	1151
	"Breast"	"26000"	"2005"	"2005"	"New York"	"36"	14034
	"Breast"	"26000"	"2005"	"2005"	"North Carolina"	"37"	6074
	"Breast"	"26000"	"2005"	"2005"	"North Dakota"	"38"	461
	"Breast"	"26000"	"2005"	"2005"	"Ohio"	"39"	8375
	"Breast"	"26000"	"2005"	"2005"	"Oklahoma"	"40"	2547
	"Breast"	"26000"	"2005"	"2005"	"Oregon"	"41"	2756
	"Breast"	"26000"	"2005"	"2005"	"Pennsylvania"	"42"	9772
	"Breast"	"26000"	"2005"	"2005"	"Rhode Island"	"44"	799
	"Breast"	"26000"	"2005"	"2005"	"South Carolina"	"45"	3000
	"Breast"	"26000"	"2005"	"2005"	"South Dakota"	"46"	564
	"Breast"	"26000"	"2005"	"2005"	"Tennessee"	"47"	4233
	"Breast"	"26000"	"2005"	"2005"	"Texas"	"48"	12752
	"Breast"	"26000"	"2005"	"2005"	"Utah"	"49"	1098
	"Breast"	"26000"	"2005"	"2005"	"Vermont"	"50"	459
	"Breast"	"26000"	"2005"	"2005"	"Virginia"	"51"	5082
	"Breast"	"26000"	"2005"	"2005"	"Washington"	"53"	4583
	"Breast"	"26000"	"2005"	"2005"	"West Virginia"	"54"	1384
	"Breast"	"26000"	"2005"	"2005"	"Wisconsin"	"55"	3920
	"Breast"	"26000"	"2005"	"2005"	"Wyoming"	"56"	300
	"Breast"	"26000"	"2006"	"2006"	"Alabama"	"01"	3272
	"Breast"	"26000"	"2006"	"2006"	"Alaska"	"02"	372
	"Breast"	"26000"	"2006"	"2006"	"Arizona"	"04"	3539
	"Breast"	"26000"	"2006"	"2006"	"Arkansas"	"05"	1861
	"Breast"	"26000"	"2006"	"2006"	"California"	"06"	22372
	"Breast"	"26000"	"2006"	"2006"	"Colorado"	"08"	2958
	"Breast"	"26000"	"2006"	"2006"	"Connecticut"	"09"	2923
	"Breast"	"26000"	"2006"	"2006"	"Delaware"	"10"	608
	"Breast"	"26000"	"2006"	"2006"	"District of Columbia"	"11"	455
	"Breast"	"26000"	"2006"	"2006"	"Florida"	"12"	13648
	"Breast"	"26000"	"2006"	"2006"	"Georgia"	"13"	5570
	"Breast"	"26000"	"2006"	"2006"	"Hawaii"	"15"	839
	"Breast"	"26000"	"2006"	"2006"	"Idaho"	"16"	943
	"Breast"	"26000"	"2006"	"2006"	"Illinois"	"17"	8959
	"Breast"	"26000"	"2006"	"2006"	"Indiana"	"18"	4248
	"Breast"	"26000"	"2006"	"2006"	"Iowa"	"19"	2192
	"Breast"	"26000"	"2006"	"2006"	"Kansas"	"20"	2038
	"Breast"	"26000"	"2006"	"2006"	"Kentucky"	"21"	3058
